,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
69,Box 26,C9,6,10,2015,6,DSM,KQA,CHAN,16-00580,161,24.8,633,2.556278,3.43783,3.338232,2.770257,1.343224,1.49111,1.265337,1.320883,0,3.02564925,0.429393183,0.1419177,0.447883541,1.3551385,0.096381106,0.071122698,6,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
70,Box 5,A5,5,7,2014,2,UMR,DNI,THAL,1,127,12.8,274,1.749979,2.025389,1.891065,1.751666,1.749979,2.025389,1.891065,1.751666,0,1.85452475,0.131706135,0.071018807,1,1.85452475,0.131706135,0.071018807,D,D,N,Y,N,,NO,Buffalo sp.,Roe,Catostomidae,Ictiobus,Ictiobus sp.,Buffalo sp.,Catostomidae,Ictiobus,Ictiobus sp.
71,Box 27,A5,5,31,2015,5,DSM,MTH,THAL,16-00656,151,19.2,674,4.017699,3.53332,3.243632,4.119257,1.94672,1.491145,1.40602,1.85287,0,3.728477,0.412116206,0.11053205,0.449027512,1.67418875,0.265593527,0.158640133,3,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
72,Box 16,A4,6,5,2014,5,CDR,CON,THAL,7,156,24.1,486,1.097428,1.6898,1.267682,1.205886,0.8858226,1.176203,0.9765763,1.0805348,2.073671,1.315199,0.259459255,0.197277564,0.782987346,1.029784175,0.125923404,0.122281355,7,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
73,Box 14,A3,5,28,2014,4,CDR,CON,THAL,5,148,23.4,465,2.131626,1.353178,1.700357,1.849418,1.019853,1.21217,1.194,1.0160418,0,1.75864475,0.324117028,0.184299318,0.631461357,1.1105162,0.107157622,0.096493525,4,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
74,Box 20,A8,4,22,2015,1,IAR,DNE,THAL,16-00008,112,13.6,594,1.349089,1.325473,1.278591,1.277276,1.155342,1.024745,1.07666,1.05955,1.581865,1.30760725,0.035598914,0.02722447,0.825228103,1.07907425,0.055243286,0.051195074,7,C,N,N,Y,,,,UWSP,,,,,,,
75,Box 19,B8,8,31,2014,15,SKK,CDR,THAL,1,243,23.1,316,1.704308,1.56431,1.58765,1.596437,1.406474,1.482334,1.385241,1.256939,0,1.61317625,0.06224869,0.038587656,0.857158045,1.382747,0.093656133,0.067731938,4,C,N,N,Y,,,,UWSP,,,,,,,
76,Box 20,A9,5,24,2015,4,IAR,DNE,BACK,16-00009,144,18.3,526,1.863074,1.85804,2.053014,1.73018,0.8877359,0.9053289,0.8296126,0.9100925,0,1.876077,0.13302512,0.070906002,0.470765579,0.883192475,0.036991343,0.041883671,4,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
77,Box 26,D1,5,24,2015,4,CDR,CON,THAL,16-00582,144,18.4,561,2.142105,1.745782,1.888162,2.382547,0.9349136,0.9003458,1.152794,0.876144,0,2.039649,0.281296045,0.137913948,0.473635096,0.96604935,0.126810788,0.131267401,5,C,N,Y,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
78,Box 20,A10,6,1,2015,5,IAR,DNE,CHAN,16-00010,152,22.2,596,1.404238,1.439317,1.633633,1.302734,1.194952,1.376272,1.272924,1.315677,0,1.4449805,0.138462822,0.095823315,0.892715334,1.28995625,0.0762187,0.059086268,4,C,N,Y,Y,,NO,River Shiner,UWSP,Cyprinidae,Notropis,Notropis blennius,River Shiner,Cyprinidae,Notropis,Notropis blennius
79,Box 20,B1,6,24,2015,7,IAR,DNE,THAL,16-00011,175,23.6,436,0.9430607,1.154205,1.020894,1.009045,0.8946503,1.110532,1.024352,0.9847411,0,1.031801175,0.088495533,0.08576801,0.972637824,1.00356885,0.089611736,0.089293062,4,C,N,Y,Y,,,,UWSP,,,,,,,
80,Box 14,A4,5,28,2014,4,CDR,CON,THAL,6,148,23.4,465,1.267314,1.134116,1.221335,1.084114,0.981492,1.044451,1.130748,1.056381,0,1.17671975,0.082842709,0.070401392,0.895088232,1.053268,0.061216487,0.058120523,D,D,Y,N,N,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
81,Box 4,A6,6,5,2014,5,UMR,DNI,CHAN,1,156,24.3,312,2.613571,3.193895,2.915145,2.742578,0.9409324,0.9073272,0.9033313,0.9689512,0,2.86629725,0.250920571,0.087541713,0.324507699,0.930135525,0.030886433,0.03320638,6,C,N,N,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
82,Box 20,B2,7,11,2015,9,IAR,DNE,CHAN,16-00012,192,24,531,1.310812,1.042763,1.285037,1.10611,1.216211,0.9980199,1.185687,1.059219,0,1.1861805,0.132017022,0.111295897,0.93980994,1.114784225,0.103337628,0.092697426,4,C,N,Y,Y,,NO,River Shiner,UWSP,Cyprinidae,Notropis,Notropis blennius,River Shiner,Cyprinidae,Notropis,Notropis blennius
83,Box 16,A5,6,5,2014,5,CDR,CON,THAL,8,156,24.1,486,1.913805,0.939568,1.394909,1.560653,1.165173,1.102431,1.043465,1.0854481,0,1.45223375,0.404522373,0.278551833,0.756854243,1.099129275,0.050525113,0.045968308,4,C,N,Y,Y,,NO,Striped Bass,Roe,Moronidae,Morone,Morone saxatilis,Striped Bass,Moronidae,Morone,Morone saxatilis
84,Box 19,B2,8,24,2014,14,IAR,MTH,CHAN,2,236,25.5,498,1.165454,1.605501,1.328672,1.209395,1.013231,1.098603,1.055234,1.148411,0,1.3272555,0.197900133,0.149104775,0.812857622,1.07886975,0.058001382,0.053761246,5,C,Y,Y,Y,,,,UWSP,,,,,,,
85,Box 18,A2,6,21,2014,7,UMR,DNI,CHAN,32,172,25.4,393,5.150824,3.399888,4.045076,4.028358,1.856318,1.160905,1.524179,1.386757,0,4.1560365,0.728005668,0.175168256,0.35659931,1.48203975,0.291013319,0.196359996,6,C,N,N,Y,,,,UWSP,,,,,,,
86,Box 19,B4,8,24,2014,14,UMR,UPI,BACK,2,236,26.3,432,1.111166,0.9311024,1.000527,0.9543545,0.7582353,0.7585306,0.7604675,0.7939601,0,0.999287475,0.079971906,0.080028929,0.768345841,0.767798375,0.017469227,0.022752362,1,C,N,Y,Y,prongs,,,UWSP,,,,,,,
87,Box 20,B4,8,19,2015,13,IAR,DNE,THAL,16-00014,231,23.2,506,1.14797,1.195304,1.255643,1.201162,0.8238319,1.128732,0.8485356,0.9601871,0,1.20001975,0.044070646,0.036724934,0.783588478,0.94032165,0.138909607,0.147725629,4,C,N,Y,Y,,,,UWSP,,,,,,,
88,Box 20,B5,5,13,2015,3,IAR,MTH,CHAN,16-00015,133,17.1,553,1.497763,1.280069,1.461429,1.255894,1.420537,1.165675,1.3138,1.11995,0,1.37378875,0.123467933,0.089874031,0.913525096,1.2549905,0.137934038,0.109908432,4,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
89,Box 27,A6,5,31,2015,5,DSM,MTH,THAL,16-00657,151,19.2,674,4.029533,3.928997,3.904204,4.349523,3.565079,3.420294,3.031774,3.416233,0,4.05306425,0.204933783,0.050562678,0.828594069,3.358345,0.228455878,0.068026328,D,D,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
90,Box 11,A5,8,15,2014,13,UMR,DNI,CHAN,6,227,25.3,440,1.253376,1.224958,1.233304,1.283958,1.116821,0.9580683,1.038931,0.9471156,2.056331,1.248899,0.026239617,0.021010199,0.812903185,1.015233975,0.079140171,0.077952643,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
91,Box 20,B6,5,13,2015,3,IAR,MTH,THAL,16-00016,133,17.1,553,3.509732,3.653585,3.702702,3.520251,1.438283,1.301968,1.465245,1.285309,0,3.5965675,0.096402178,0.02680394,0.381669814,1.37270125,0.092206127,0.0671713,6,C,N,N,Y,,NO,Silver Chub,UWSP,Cyprinidae,Macrhybopsis,Macrhybopsis storeriana,Silver Chub,Cyprinidae,Macrhybopsis,Macrhybopsis storeriana
92,Box 13,A1,5,27,2014,4,UMR,DND,THAL,4,147,19.9,332,4.152916,2.554131,3.016636,3.544936,1.703051,1.989854,1.116696,1.365116,0,3.31715475,0.688693915,0.207615854,0.465362447,1.54367925,0.382391942,0.247714635,4,C,N,N,Y,,NO,Grass Carp,Roe,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
93,Box 14,A5,5,27,2014,4,DSM,MTH,CHAN,4,147,23.3,494,1.687563,1.689976,1.673847,1.677359,1.279409,1.027623,1.113251,1.081206,0,1.68218625,0.007798185,0.004635744,0.668993847,1.12537225,0.108596836,0.096498591,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
94,Box 10,B1,5,27,2014,4,DSM,MTH,BACK,1,147,23.3,494,1.677794,1.35897,1.591933,1.581359,1.677794,1.35897,1.591933,1.581359,0,1.552514,0.136064017,0.087641088,1,1.552514,0.136064017,0.087641088,D,D,N,N,Y,,,,Roe,,,,,,,
95,Box 20,B7,5,23,2015,4,IAR,MTH,BACK,16-00017,143,20.5,526,1.219143,1.325539,1.410508,1.165585,0.9763143,0.9301831,0.9813398,0.867308,0,1.28019375,0.109392802,0.085450192,0.733315797,0.9387863,0.052922313,0.05637312,4,C,N,Y,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
96,Box 20,B8,6,29,2015,8,IAR,MTH,CHAN,16-00018,180,23.5,720,2.106505,1.711503,1.971614,1.9874,1.260333,1.100572,1.126807,1.175768,0,1.9442555,0.166441743,0.085606929,0.599648554,1.16587,0.070263731,0.060267209,5,C,N,N,Y,,,,UWSP,,,,,,,
97,Box 20,B9,7,11,2015,9,IAR,MTH,THAL,16-00019,192,24.1,462,1.609711,1.041671,1.129801,1.276673,1.165795,1.040359,1.051589,1.146902,0,1.264464,0.249743465,0.197509352,0.870852195,1.10116125,0.064353346,0.058441346,5,C,N,Y,Y,,,,UWSP,,,,,,,
98,Box 6,A9,7,29,2014,11,DSM,MTH,THAL,2,210,25.4,480,1.495805,1.49605,1.481388,1.476863,1.0796,1.291828,1.125535,1.331533,2.100473,1.4875265,0.009875475,0.006638857,0.811497476,1.207124,0.12324975,0.102101979,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
99,Box 14,A6,5,27,2014,4,DSM,MTH,THAL,4,147,23.3,494,1.668805,1.592595,1.615499,1.651917,1.165703,1.071488,1.053719,1.0804,0,1.632204,0.034526152,0.021153086,0.669541001,1.0928275,0.04983349,0.045600509,6,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
100,Box 20,B10,7,30,2015,11,IAR,MTH,RIGH,16-00020,211,28.3,494,1.301766,1.414176,1.295295,1.449292,1.100588,1.272387,1.227971,1.227344,1.964308,1.36513225,0.078274466,0.057338376,0.884216529,1.2070725,0.074055415,0.061351257,7,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
101,Box 4,A7,6,12,2014,6,DSM,MTH,THAL,1,163,22.3,500,2.136645,2.061514,1.976238,2.070252,0.8952079,1.29368,1.030299,1.013315,0,2.06116225,0.065809121,0.031928161,0.513363504,1.058125475,0.168137208,0.158901011,5,C,N,N,Y,,,,Roe,,,,,,,
102,Box 2,A1,6,21,2014,7,SKK,MTH,CHAN,3,172,24.9,373,1.418137,1.40802,1.495302,1.373043,1.191634,1.097819,1.149639,1.13712,0,1.4236255,0.051542103,0.036204819,0.803619351,1.144053,0.03864714,0.0337809,4,C,Y,N,Y,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
103,Box 20,C1,8,10,2015,12,IAR,MTH,THAL,16-00021,222,26,486,2.99403,2.355464,2.579294,2.64156,1.86636,1.093936,1.506353,1.485228,0,2.642587,0.264549213,0.100109935,0.563072947,1.48796925,0.315587937,0.212093051,D,D,Y,N,Y,,,,UWSP,,,,,,,
104,Box 14,A7,5,27,2014,4,DSM,MTH,THAL,5,147,23.3,494,1.625332,1.63121,1.628871,1.599831,0.9696773,1.248487,1.111248,0.9859045,0,1.621311,0.014522427,0.008957212,0.665405465,1.0788292,0.12959409,0.120124752,4,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
105,Box 20,C2,8,20,2015,13,IAR,MTH,THAL,16-00022,232,21.4,472,1.810774,1.812793,1.974134,1.640658,1.011972,0.8849907,0.9371578,0.9159404,0,1.80958975,0.136167066,0.075247479,0.51808164,0.937515225,0.054062427,0.057665652,5,C,N,N,Y,,NO,Speckled Chub,UWSP,Cyprinidae,Macrhybopsis,Macrhybopsis aestivalis,Speckled Chub,Cyprinidae,Macrhybopsis,Macrhybopsis aestivalis
106,Box 13,A2,5,27,2014,4,UMR,DND,THAL,5,147,19.9,332,1.900195,1.204539,1.527013,1.402654,1.608417,0.769149,1.37612,1.036161,0,1.50860025,0.292895504,0.194150508,0.793756829,1.19746175,0.369807487,0.308826137,BROKEN,C,N,Y,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
107,Box 26,D10,7,20,2015,10,UMR,UPI,THAL,16-00591,201,27.2,481,1.302613,1.319623,1.267756,1.402143,1.302613,1.319623,1.267756,1.402143,0,1.32303375,0.056986967,0.043072951,1,1.32303375,0.056986967,0.043072951,D,D,N,N,N,drum??,YES,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
108,Box 14,A8,5,28,2014,4,IAR,MTH,CHAN,4,148,22.8,487,1.494418,1.481382,1.492752,1.482297,1.323011,1.124165,1.182737,1.200351,0,1.48771225,0.00682552,0.00458793,0.811693256,1.207566,0.083569951,0.069205287,4,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
109,Box 20,C4,5,24,2015,4,IAR,UPE,BACK,16-00024,144,18.5,524,1.242638,1.242596,1.242652,1.305834,0.9468029,0.8640726,0.9017446,0.888938,0,1.25843,0.031602676,0.02511278,0.71548638,0.900389525,0.034670324,0.038505917,4,C,N,N,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
110,Box 20,C5,6,1,2015,5,IAR,UPE,CHAN,16-00025,152,22.3,599,1.597704,1.485935,1.600473,1.413879,1.071575,0.9503463,1.318269,0.8712752,0,1.52449775,0.091021952,0.05970619,0.690631636,1.052866375,0.195170256,0.185370395,4,C,N,Y,Y,,NO,River Shiner,UWSP,Cyprinidae,Notropis,Notropis blennius,River Shiner,Cyprinidae,Notropis,Notropis blennius
111,Box 20,C6,7,20,2015,10,IAR,UPE,BACK,16-00026,201,26.3,517,1.236721,1.266471,1.217893,1.256201,0.9659492,0.7002405,0.8604384,0.9796258,0,1.2443215,0.021509347,0.017286005,0.70445096,0.876563475,0.129049681,0.147222288,4,C,Y,Y,Y,,,,UWSP,,,,,,,
112,Box 13,A3,5,27,2014,4,UMR,DND,THAL,6,147,19.9,332,2.753136,1.858719,2.44031,2.11518,1.837844,1.424832,1.863112,1.539913,0,2.29183625,0.388861542,0.169672481,0.727113575,1.66642525,0.217901135,0.130759621,BROKEN,C,N,N,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
113,Box 20,C7,6,22,2015,7,SKK,DNC,THAL,16-00027,173,22.8,506,1.656776,1.635518,1.67577,1.578612,1.656776,1.635518,1.67577,1.578612,0,1.636669,0.04205203,0.025693668,1,1.636669,0.04205203,0.025693668,D,D,N,Y,N,,NO,River Carpsucker,UWSP,Catostomidae,Carpiodes,Carpiodes carpio,River Carpsucker,Catostomidae,Carpiodes,Carpiodes carpio
114,Box 26,D2,5,24,2015,4,CDR,CON,THAL,16-00583,144,18.4,561,2.527581,3.065401,2.732117,3.011456,1.00042,1.295889,1.021442,1.15097,0,2.83413875,0.251203587,0.088634894,0.394186858,1.11718025,0.13647629,0.122161388,5,C,N,N,Y,,,,Roe,,,,,,,
115,Box 14,A9,5,28,2014,4,IAR,MTH,CHAN,5,148,22.8,487,1.54839,1.352855,1.307291,1.552817,1.286938,1.113952,1.112533,1.12679,0,1.44033825,0.128687658,0.089345442,0.805403349,1.16005325,0.084832547,0.073128149,4,C,Y,N,Y,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
116,Box 20,C8,6,29,2015,8,SKK,MTH,LEFT,16-00028,180,21.8,391,3.325575,3.286316,3.491414,3.438029,1.201294,1.130158,1.141118,1.121263,0,3.3853335,0.095577947,0.028232949,0.339245232,1.14845825,0.036147736,0.031475011,4,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
117,Box 20,C9,6,22,2015,7,SKK,UPC,LEFT,16-00029,173,23.1,547,0.881959,1.065087,0.8963705,1.033251,0.881959,1.065087,0.8963705,1.033251,0,0.969166875,0.093473652,0.096447428,1,0.969166875,0.093473652,0.096447428,D,D,N,N,Y,,,,UWSP,,,,,,,
118,Box 9,A2,6,5,2014,5,IAR,DNE,THAL,8,156,25.3,582,1.194256,1.094311,1.194256,1.20844,0.9521398,0.9049936,0.9525802,1.002652,1.770562,1.17281575,0.052761892,0.044987366,0.812652286,0.9530914,0.039878224,0.041840923,7,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
119,Box 16,A6,6,5,2014,5,CDR,CON,THAL,9,156,24.1,486,1.351082,1.367582,1.350795,1.370956,1.148786,0.9200884,1.034299,0.99460985,0,1.36010375,0.010673024,0.007847213,0.75321152,1.024445813,0.095460676,0.093182748,5,C,Y,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
120,Box 20,C10,7,11,2015,9,SKK,UPC,RIGH,16-00030,192,20.9,420,0.8165538,0.7988245,0.7965421,0.8364005,0.6390695,0.627208,0.6311588,0.6496108,0,0.812080225,0.018516985,0.022801916,0.784111908,0.636761775,0.009884179,0.01552257,4,C,N,N,N,,,,UWSP,,,,,,,
121,Box 16,A7,6,5,2014,5,CDR,CON,THAL,10,156,24.1,486,1.414184,1.440849,1.438314,1.430286,1.089556,1.097147,0.9912321,1.0352181,0,1.43090825,0.0120243,0.008403264,0.73609772,1.0532883,0.049720672,0.047205188,5,C,Y,N,N,,,,Roe,,,,,,,
122,Box 20,D1,5,22,2015,4,UMR,DND,THAL,16-00031,142,19.3,431,1.367045,1.343185,1.355639,1.345932,1.367045,1.343185,1.355639,1.345932,0,1.35295025,0.010809059,0.007989251,1,1.35295025,0.010809059,0.007989251,D,D,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
123,Box 4,A8,7,28,2014,11,UMR,UPI,CHAN,1,209,24.7,522,1.3545,1.512212,1.193554,1.380862,1.201609,1.064061,1.161135,0.9971117,0,1.360282,0.130815288,0.096167771,0.813051393,1.105979175,0.092729875,0.083844142,5,C,Y,N,Y,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
124,Box 10,B2,5,27,2014,4,DSM,MTH,BACK,2,147,23.3,494,1.531961,1.519452,1.51959,1.556575,1.531961,1.519452,1.51959,1.556575,0,1.5318945,0.01746757,0.011402593,1,1.5318945,0.01746757,0.011402593,D,D,N,N,N,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
125,Box 9,A3,6,13,2014,6,IAR,UPE,CHAN,1,164,24.2,538,1.938606,1.404839,1.888391,1.481801,0.8709851,1.372827,1.136121,0.9914872,0,1.67840925,0.274037814,0.163272345,0.651125508,1.092855075,0.215837864,0.197499073,4,C,N,N,Y,,,,Roe,,,,,,,
126,Box 20,D2,6,10,2015,6,UMR,DND,CHAN,16-00032,161,24.8,375,1.852039,2.34423,2.144898,2.166297,1.091885,1.057168,1.058806,1.009756,0,2.126866,0.20384385,0.095842357,0.495754669,1.05440375,0.033789972,0.032046521,4,C,N,N,Y,,,,UWSP,,,,,,,
127,Box 18,A3,6,21,2014,7,UMR,DNI,CHAN,33,172,25.4,393,2.982226,2.324333,2.415184,2.684146,2.261036,0.8882113,2.289389,2.379223,3.843526,2.60147225,0.296264433,0.113883372,0.751291821,1.954464825,0.712618686,0.364610648,7,C,N,Y,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,Ctenopharyngodon idella,ACGC,ACGC,ACGC,ACGC
128,Box 10,B3,5,27,2014,4,DSM,MTH,BACK,3,147,23.3,494,1.337582,1.402954,1.368683,1.412182,1.059566,1.12463,1.109381,1.167476,0,1.38035025,0.034104925,0.024707443,0.807956712,1.11526325,0.04453722,0.039934266,5,C,Y,N,Y,,NO,Freshwater Drum,Roe,Sciaenidae,Aplodinotus,Aplodinotus grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,Aplodinotus grunniens
129,Box 18,A4,6,21,2014,7,UMR,DNI,CHAN,34,172,25.4,393,4.038612,2.358,3.069518,2.738845,2.638543,0.8105236,1.847125,1.8846959,2.979102,3.05124375,0.719585502,0.235833503,0.588357412,1.795221875,0.750892968,0.418273072,7,C,N,Y,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
130,Box 27,A7,5,31,2015,5,DSM,MTH,THAL,16-00658,151,19.2,674,3.669954,3.544317,3.448837,3.452261,1.520971,1.455788,1.418873,1.537182,0,3.52884225,0.103951145,0.029457578,0.420308814,1.4832035,0.055467965,0.037397407,3,C,N,Y,Y,,NO,Silver Carp,Roe,Cyprinidae,Hypophthalmichthys,Hypophthalmichthys molitrix,ACGC,ACGC,ACGC,ACGC
131,Box 19,B5,9,1,2014,15,CDR,CON,BACK,2,244,24.8,454,1.29878,1.162427,1.338677,1.484261,1.009298,0.9747894,0.943503,0.9726009,0,1.32103625,0.132420731,0.100240043,0.738093164,0.975047825,0.026920901,0.027609826,4,C,N,Y,Y,,,,UWSP,,,,,,,
132,Box 20,D3,7,31,2015,11,UMR,DND,BACK,16-00033,212,28.5,457,1.177866,1.191211,1.286997,1.015978,1.177866,1.191211,1.286997,1.015978,0,1.168013,0.112408574,0.096239146,1,1.168013,0.112408574,0.096239146,D,D,N,Y,Y,,,,UWSP,,,,,,,
133,Box 14,B1,5,28,2014,4,IAR,MTH,CHAN,6,148,22.8,487,1.912426,1.267945,1.542899,1.668954,1.135242,1.091854,1.138623,1.050266,0,1.598056,0.268247765,0.167858802,0.690837023,1.10399625,0.041672064,0.037746563,4,C,N,N,Y,,NO,Emerald Shiner,Roe,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
134,Box 20,D4,4,23,2015,1,UMR,DNI,THAL,16-00034,113,12.7,357,1.864023,1.936406,1.920675,1.883707,1.757525,1.668746,1.672644,1.725103,0,1.90120275,0.033200765,0.017463032,0.897329072,1.7060045,0.042896128,0.025144206,3,C,N,N,N,,NO,Walleye,UWSP,Percidae,Sander,Sander vitreus,Walleye,Percidae,Sander,Sander vitreus
135,Box 19,B3,8,24,2014,14,IAR,MTH,CHAN,3,236,25.5,498,1.396561,1.225777,1.295957,1.540177,0.9054511,0.748035,0.7435055,0.7832824,0,1.364618,0.136421496,0.099970465,0.582630817,0.7950685,0.075705842,0.09521927,6,C,N,Y,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
136,Box 10,B4,6,3,2014,5,DSM,KQA,THAL,1,154,26.1,498,4.01206,4.209747,4.143192,3.972558,1.174022,1.679293,1.229515,1.427509,0,4.08438925,0.110920509,0.027157184,0.337280476,1.37758475,0.228679356,0.166000208,6,C,N,N,Y,,NO,Fathead Minnow,Roe,Cyprinidae,Pimephales,Pimephales promelas,Fathead Minnow,Cyprinidae,Pimephales,Pimephales promelas
137,Box 20,D5,5,23,2015,4,UMR,DNI,CHAN,16-00035,143,19.5,425,1.680704,1.403141,1.438039,1.56189,1.008003,1.018714,0.9539865,0.9961061,0,1.5209435,0.126426024,0.083123419,0.653674775,0.9942024,0.028356174,0.02852153,4,C,N,Y,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
138,Box 20,D6,6,1,2015,5,UMR,DNI,RIGH,16-00036,152,21.3,457,1.041553,1.450729,1.259902,1.203434,0.8880514,0.8545385,0.9080127,0.8510899,0,1.2389045,0.168835506,0.136278064,0.706610659,0.875423125,0.027385076,0.031282102,4,C,N,N,Y,,NO,Emerald Shiner,UWSP,Cyprinidae,Notropis,Notropis atherinoides,Emerald Shiner,Cyprinidae,Notropis,Notropis atherinoides
