"Dataset","Site","River","Year","Month","Julian_Day","Temperature","Conductivity","Larval_Length","Membrane_Ave","Membrane_SD","Membrane_CV","Embryo_to_Membrane_Ratio","Embryo_Ave","Embryo_SD","Embryo_CV","Egg_Stage","Compact_Diffuse","Pigment","Sticky_Debris","Deflated","Genus","Common_Name","Family_ACGC","Genus_ACGC","Common_Name_ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.60227,0.21714,0.06028,0.46844,1.68746,0.09126,0.05408,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.3219,0.14598,0.03378,0.39981,1.72793,0.12092,0.06998,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.88622,0.06591,0.01696,0.39885,1.55,0.11475,0.07403,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.98181,0.13609,0.03418,0.48758,1.94146,0.02034,0.01048,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.47211,0.12177,0.02723,0.37446,1.67464,0.23833,0.14232,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.45387,0.25563,0.0574,0.33857,1.50795,0.06201,0.04113,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.11631,0.48888,0.11877,0.5204,2.14211,0.20096,0.09381,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.70775,0.13325,0.0283,0.37734,1.77644,0.12766,0.07186,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.43137,0.22444,0.05065,0.39411,1.74643,0.09511,0.05446,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.89477,0.21124,0.05424,0.45488,1.77164,0.05859,0.03307,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.33908,0.06468,0.01491,0.42546,1.84608,0.07493,0.04059,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.76814,0.39587,0.10506,0.40992,1.54465,0.01452,0.0094,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.99234,0.31792,0.10624,0.51769,1.54909,0.09992,0.06451,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.63867,0.10955,0.03011,0.45554,1.65755,0.05366,0.03237,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.15845,0.12516,0.03963,0.52081,1.64494,0.08523,0.05181,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.71181,0.44279,0.11929,0.51223,1.9013,0.05476,0.0288,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.94131,0.13582,0.02749,0.39922,1.97269,0.06722,0.03408,"3","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.07316,0.18364,0.05976,0.56702,1.74255,0.18637,0.10695,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.69435,0.08007,0.02167,0.4424,1.63437,0.07532,0.04608,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.84568,0.47713,0.12407,0.47626,1.83153,0.10649,0.05814,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.62431,0.0217,0.00827,0.50311,1.32032,0.06219,0.04711,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.49426,0.40723,0.11654,0.48098,1.68069,0.06396,0.03806,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.83188,0.28461,0.1005,0.67559,1.91319,0.1624,0.08489,"3","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,3.81476,0.11269,0.02954,0.44157,1.6845,0.16283,0.09666,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.21003,0.11331,0.02691,0.41492,1.74682,0.08296,0.04749,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,4.65744,0.23847,0.0512,0.3477,1.61938,0.12459,0.07694,"3","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","MTH","SKK",2016,5,151,22,380,0,2.48426,0.30376,0.12227,0.65669,1.6314,0.16804,0.103,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","UPS","UMR",2016,5,151,24.8,446,0,1.37107,0.18909,0.13792,0.74958,1.02773,0.07283,0.07087,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPS","UMR",2016,5,151,24.8,446,1.722074,1.51207,0.12358,0.08173,0.68708,1.03891,0.10819,0.10414,"6","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,0,4.21682,0.05913,0.01402,0.30325,1.27874,0.09854,0.07706,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNI","UMR",2016,5,151,23.8,484,0,1.84238,0.04448,0.02414,0.79558,1.46576,0.02664,0.01817,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,5,151,23.8,484,4.973173,4.14405,0.13115,0.03165,0.26656,1.10462,0.3821,0.34591,"8","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNR","UMR",2016,5,150,24.5,422,2.31343,1.69133,0.02642,0.01562,0.67679,1.14467,0.0684,0.05976,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,5,151,24.6,442,0,1.74128,0.08342,0.04791,0.89726,1.56238,0.09433,0.06037,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.94399,0.39781,0.10087,0.42935,1.69337,0.16695,0.09859,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,2.54857,0.37976,0.14901,0.58173,1.48257,0.13051,0.08803,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.52267,0.39317,0.11161,0.44978,1.58443,0.06827,0.04309,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.66226,0.26316,0.07186,0.4559,1.66962,0.1954,0.11703,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.86984,0.31386,0.0811,0.46493,1.7992,0.10402,0.05782,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.90205,0.69759,0.17878,0.45879,1.79022,0.13252,0.07403,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.67039,0.45567,0.12415,0.47181,1.73172,0.2148,0.12404,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.33817,0.35565,0.10654,0.48984,1.63517,0.13342,0.0816,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.25405,0.80064,0.24604,0.56937,1.85276,0.07668,0.04138,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.0203,0.5464,0.13591,0.49474,1.98899,0.1608,0.08084,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.85183,0.13653,0.03544,0.43473,1.6745,0.05187,0.03097,"1","C","N","N","N","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.02067,0.07181,0.01786,0.46176,1.85659,0.22089,0.11897,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.14074,0.21394,0.05167,0.45287,1.8752,0.06908,0.03684,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.52177,0.11283,0.03204,0.51974,1.83039,0.10273,0.05612,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.77821,0.34844,0.09222,0.43458,1.64194,0.09111,0.05549,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.63945,0.31022,0.08524,0.43834,1.59533,0.09887,0.06197,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.74019,0.09938,0.02657,0.45848,1.71479,0.14335,0.08359,"1","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.40549,0.33782,0.07668,0.42181,1.85826,0.06284,0.03382,"3","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,3.092721,3.90548,0.3887,0.09953,0.37052,1.44706,0.18362,0.12689,"8","C","N","N","Y","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.34293,0.37735,0.11288,0.53166,1.77729,0.07467,0.04202,"1","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.1821,0.14982,0.04708,0.5342,1.69988,0.11833,0.06961,"1","C","N","Y","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.73956,0.53375,0.14273,0.50377,1.88389,0.16383,0.08696,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.05819,0.16535,0.04074,0.44797,1.81795,0.06622,0.03643,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,2.62563,0.15304,0.05829,0.53369,1.40128,0.11315,0.08075,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,2.82341,0.21832,0.07733,0.54389,1.53561,0.15457,0.10066,"1","C","N","N","Y","Hypophthalmichthys","Bighead Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.96205,0.10553,0.02663,0.44583,1.76638,0.07562,0.04281,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.35553,0.07907,0.01815,0.40501,1.76404,0.1076,0.06099,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,3.88073,0.10786,0.02779,0.51416,1.99533,0.04337,0.02173,"1","C","N","N","N","Ctenopharyngodon","Grass Carp","ACGC","ACGC","ACGC"
"validation","DNS","UMR",2016,5,151,24.6,442,0,4.08229,0.34247,0.08389,0.44015,1.79681,0.04496,0.02502,"1","C","N","N","Y","Hypophthalmichthys","Silver Carp","ACGC","ACGC","ACGC"
"validation","DNW","UMR",2016,5,150,24.4,446,0,2.25311,0.06665,0.02958,0.44168,0.99515,0.04621,0.04644,"1","C","N","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","P15","UMR",2016,5,150,24.6,421,2.169934,1.09414,0.13235,0.12096,1,1.09414,0.13235,0.12096,"D","D","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,0,1.79896,0.05194,0.02887,0.79898,1.43734,0.04168,0.029,"3","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,0,1.68402,0.05247,0.03116,0.82726,1.39312,0.11241,0.08069,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,5,150,24.4,429,2.291402,1.62918,0.02588,0.01588,0.84362,1.37441,0.13591,0.09889,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,5,151,23.9,445,0,3.61526,0.07704,0.02131,0.4248,1.53575,0.10119,0.06589,"1","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","UPI","UMR",2016,5,151,23.9,445,0,4.08634,0.20832,0.05098,0.32211,1.31626,0.02079,0.0158,"1","C","N","N","Y","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","UPR","UMR",2016,5,150,24.4,425,0,1.61769,0.00985,0.00609,0.67278,1.08835,0.05113,0.04698,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,5,150,23.6,426,0,1.4573,0.02174,0.01492,1,1.4573,0.02174,0.01492,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","KQA","DSM",2016,6,161,25.1,575,0,4.39157,0.15293,0.03482,0.3536,1.55287,0.21834,0.14061,"1","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","MTH","IAR",2016,6,161,23,580,0,1.58832,0.27944,0.17593,0.65158,1.03491,0.09957,0.09621,"1","C","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","MTH","SKK",2016,6,161,25.2,619,0,1.80509,0.06308,0.03494,0.70488,1.27237,0.03658,0.02875,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,6,161,25.2,619,0,1.35653,0.02535,0.01869,0.81966,1.11189,0.02136,0.01921,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,6,161,25.2,619,0,1.88112,0.06628,0.03523,0.62077,1.16775,0.11839,0.10138,"5","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,6,161,24.1,477,0,1.06277,0.1324,0.12458,1,1.06277,0.1324,0.12458,"D","D","N","N","N","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DND","UMR",2016,6,161,24.7,501,0,1.81074,0.01745,0.00964,0.89414,1.61906,0.07433,0.04591,"1","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,161,23.7,448,0,1.69811,0.02191,0.0129,0.72231,1.22657,0.06324,0.05155,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DND","UMR",2016,6,161,24.7,501,0,1.13758,0.07937,0.06977,1,1.13758,0.07937,0.06977,"D","D","Y","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNR","UMR",2016,6,160,24.5,425,0,1.42317,0.21623,0.15193,1,1.42317,0.21623,0.15193,"D","D","Y","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNR","UMR",2016,6,160,24.5,425,0,1.72981,0.26524,0.15333,0.79332,1.37229,0.15416,0.11234,"1","C","Y","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNS","UMR",2016,6,160,24.8,473,0,1.63749,0.03873,0.02365,0.81708,1.33796,0.10161,0.07594,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,160,24.3,343,0,1.58033,0.03852,0.02438,0.69354,1.09602,0.09687,0.08838,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,160,24.3,343,2.838425,1.62349,0.01703,0.01049,0.78788,1.27912,0.0353,0.0276,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,6,160,24.6,434,0,1.36107,0.12945,0.09511,1,1.36107,0.12945,0.09511,"D","D","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","P17","UMR",2016,6,160,24.6,434,0,1.56329,0.135,0.08636,0.78168,1.22199,0.14118,0.11554,"6","C","N","N","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.40604,0.07226,0.05139,0.87327,1.22785,0.09869,0.08037,"6","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.92755,0.19015,0.09865,0.59915,1.1549,0.07787,0.06743,"1","C","Y","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","UPI","UMR",2016,6,161,23.6,446,0,1.64958,0.0526,0.03189,0.67294,1.11007,0.06191,0.05578,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,6,160,24.2,422,0,1.49173,0.06213,0.04165,0.78281,1.16774,0.05773,0.04944,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPR","UMR",2016,6,170,26.9,363,0,1.65185,0.02163,0.01309,0.71635,1.1833,0.07426,0.06276,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNR","UMR",2016,6,171,25.7,377,0,1.36079,0.07097,0.05216,1,1.36079,0.07097,0.05216,"D","D","N","Y","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","MTH","ROC",2016,6,171,25.8,653,0,1.53581,0.08148,0.05305,0.71724,1.10155,0.06054,0.05496,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","SKK",2016,6,172,30.7,557,0,1.38778,0.08135,0.05862,0.81558,1.13184,0.08215,0.07258,"1","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPS","UMR",2016,6,172,27.5,398,0,2.0312,0.01308,0.00644,1,2.0312,0.01308,0.00644,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DND","UMR",2016,6,172,27.5,391,2.494921,1.55932,0.08127,0.05212,0.81128,1.26504,0.1942,0.15351,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,26,395,2.853998,2.82593,0.09233,0.03267,0.36767,1.039,0.15244,0.14672,"8","C","N","N","N","Macrhybopsis","Speckled Chub","Cyprinidae","Macrhybopsis","Speckled Chub"
"validation","DNI","UMR",2016,6,172,26,395,0,1.65763,0.05302,0.03199,0.78831,1.30672,0.03627,0.02776,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,172,26,395,0,1.71871,0.03231,0.0188,0.7486,1.28662,0.06668,0.05182,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,6,172,27.5,398,0,1.40125,0.03652,0.02606,1,1.40125,0.03652,0.02606,"D","D","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P17","UMR",2016,6,171,27.1,363,2.719102,1.75059,0.06961,0.03977,0.74708,1.30784,0.03796,0.02902,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.62402,0.05565,0.03427,0.72653,1.1799,0.03796,0.03217,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.68441,0.03921,0.02328,0.74881,1.26129,0.06044,0.04792,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,172,26.5,440,0,1.6754,0.04111,0.02454,0.65232,1.09289,0.08332,0.07624,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,6,170,25.3,368,0,1.73227,0.04527,0.02613,0.77009,1.334,0.09503,0.07124,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","IAR",2016,6,180,26,488,2.100826,1.36969,0.08163,0.0596,0.75581,1.03522,0.16758,0.16188,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","MTH","ROC",2016,6,180,26.1,692,0,1.31919,0.1425,0.10802,1,1.31919,0.1425,0.10802,"D","D","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","UPS","UMR",2016,6,180,27.5,428,1.977531,1.65857,0.14944,0.0901,0.55971,0.92832,0.07946,0.0856,"8","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,6,180,26.6,464,1.93879,1.77825,0.09498,0.05341,0.56569,1.00594,0.05148,0.05118,"8","C","N","N","Y","Notropis","Emerald Shiner","Cyprinidae","Notropis","Emerald Shiner"
"validation","DNI","UMR",2016,6,180,26.6,464,0,1.48588,0.03235,0.02177,0.77422,1.15039,0.12899,0.11213,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,6,180,26.6,464,0,1.63573,0.0264,0.01614,0.77209,1.26293,0.06389,0.05059,"5","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNS","UMR",2016,6,180,27.4,421,0,1.73852,0.02603,0.01497,0.75244,1.30813,0.10355,0.07916,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNW","UMR",2016,6,180,27.4,406,0,1.83059,0.0553,0.03021,0.67367,1.23321,0.11834,0.09596,"4","C","N","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,180,27.6,409,0,1.2206,0.12994,0.10646,0.82503,1.00703,0.07255,0.07204,"6","C","Y","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","P15","UMR",2016,6,180,27.6,409,2.877338,1.44453,0.0552,0.03821,0.74182,1.07158,0.09952,0.09287,"7","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.64872,0.08236,0.04995,0.73433,1.2107,0.06986,0.0577,"4","C","Y","Y","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPI","UMR",2016,6,180,27.1,421,0,1.62467,0.06058,0.03729,0.7303,1.1865,0.03547,0.02989,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,6,180,26.5,415,0,1.39417,0.05499,0.03944,1,1.39417,0.05499,0.03944,"D","D","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","UPW","UMR",2016,6,180,26.5,415,0,1.61024,0.01972,0.01224,0.52651,0.8478,0.11359,0.13398,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","KQA","DSM",2016,6,180,27.7,602,0,1.32388,0.02799,0.02114,0.51466,0.68134,0.06819,0.10008,"1","C","N","Y","Y","Notropis","Shiner sp.","Cyprinidae","Notropis","Shiner sp."
"validation","DNI","UMR",2016,7,191,27.4,415,0,1.60587,0.02391,0.01489,0.65273,1.0482,0.0738,0.0704,"4","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
"validation","DNI","UMR",2016,7,191,27.4,415,0,1.35892,0.04562,0.03357,0.83726,1.13778,0.09085,0.07985,"6","C","Y","N","N","Aplodinotus","Freshwater Drum","Sciaenidae","Aplodinotus","Freshwater Drum"
